id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
7088,313 Page Ave,active,119879,5,1,1831,33.53254922503969,-111.96170518858341
7089,55 Post Dv,pending,208574,3,2,2833,33.522323656131704,-112.08240758481372
7090,111 1st Blvd,active,248319,4,2,1419,33.3904086355897,-111.91791754130834
7091,158 6th Vis,sold,102898,2,2,1303,33.41963230913885,-112.19426053593631
7092,556 Turk Rd,sold,152358,3,3,1214,33.46825085253095,-111.94706724917128
7093,394 Sutter Rd,active,148193,3,3,3446,33.47765386529529,-112.26671283351507
7094,401 Sutter Way,pending,227546,4,2,1046,33.52299426781614,-111.93901127876804
7095,697 Post St,pending,193303,4,3,1840,33.501575543342135,-112.12839032891958
7096,478 Texas St,sold,165469,4,1,3086,33.567089497471294,-112.17085707782987
7097,338 Pine Blvd,active,251831,3,2,1291,33.51456789537,-112.08583222107534
7098,112 Franklin St,active,242492,3,3,3326,33.45238562943066,-112.22927462148544
7099,201 Mission Dv,sold,284287,4,2,3156,33.494370429099185,-112.0163759730304
7100,308 Page Way,active,287174,2,3,3644,33.46678418203504,-112.33735271465045
7101,324 6th Rd,active,193202,2,2,3936,33.4192743073087,-112.06181852525425
7102,168 6th Cir,pending,270144,3,1,2330,33.59105973420348,-112.16372869740157
7103,401 7th Rd,active,229555,3,3,1415,33.37130585875864,-112.33913844492155
7104,478 Walnut Blvd,sold,205631,3,1,1004,33.38057685776104,-112.03561759283808
7105,34 Texas Dv,sold,133784,2,2,2235,33.56419161354014,-112.05447779315578
7106,394 Indiana Vis,active,115477,2,3,1082,33.53073739115574,-112.23312268699037
7107,399 Texas St,active,172374,4,3,3131,33.58833145479692,-111.96044766071157
7108,454 9th Cir,active,133227,2,3,2597,33.543993842728405,-111.93245665494007
7109,150 Texas Wl,sold,112656,3,3,1333,33.46337146068911,-111.89172834097232
7110,479 California Cir,active,252010,2,3,1353,33.38401170201675,-112.28720371583977
7111,298 Walnut Way,active,262446,3,2,3562,33.49665967814924,-111.96520948289866
7112,540 Pine Cir,active,287259,2,3,2396,33.53553774880946,-112.22531605679278
7113,378 Turk Wl,active,149710,3,2,1361,33.39014020124858,-112.13170328424371
7114,156 Wall Cir,sold,117292,5,1,2458,33.44304099434155,-112.30913810964479
7115,483 Texas Pl,active,201920,4,2,1230,33.40749278669264,-112.2066972388785
7116,555 Geary Vis,active,148347,3,3,3886,33.4743812902607,-112.16240610203529
7117,435 Page Blvd,sold,278702,5,3,3303,33.47946775002528,-111.94117553152552
7118,450 4th Pl,sold,217505,5,1,2194,33.589617631783895,-112.15818852923663
7119,75 5th St,pending,210614,3,1,2182,33.45556069128062,-112.29036221386463
7120,680 Bush Dv,sold,244851,5,3,1581,33.54766662376604,-112.18851501253576
7121,779 Wall Rd,pending,250237,5,3,1507,33.568123504983824,-112.26972405580442
7122,364 California Trl,sold,200886,4,3,3206,33.5002048498734,-112.30871145144742
7123,406 Post Rd,active,231471,3,2,3672,33.367527987597995,-112.1386942705087
7124,534 California Pl,active,283439,4,3,3589,33.47316671600568,-112.2971659738536
7125,491 Bush Ave,pending,231792,2,2,2101,33.37407309902438,-112.14983250115363
7126,722 4th Trl,pending,141930,2,1,3386,33.499664158597945,-112.10112964207825
7127,64 Turk Way,sold,174746,2,1,1718,33.49252803962036,-112.16845958802337
7128,291 2nd Rd,pending,235191,3,1,1937,33.458554035783415,-112.02887716903334
7129,304 7th Ave,pending,132289,4,2,1330,33.58067670083703,-112.28601253576535
7130,610 4th Cir,pending,200712,2,2,1448,33.4338664205744,-112.30713627239314
7131,68 Mission Blvd,pending,223673,4,3,3262,33.55667703693738,-112.1015322892705
7132,615 Page Trl,sold,155949,4,1,3015,33.47240224397081,-112.09765177391456
7133,757 Sutter Dv,active,195553,5,1,1185,33.500896470313755,-112.32058163301406
7134,231 1st Way,active,276351,5,3,3418,33.3701370266956,-112.30388714487363
7135,526 3rd Ave,pending,261758,2,1,1399,33.514623297665175,-112.05436553632123
7136,743 Euclid Ave,active,246553,3,1,1486,33.42346213616421,-112.3608423846436
7137,390 3rd Pl,sold,213821,5,2,2186,33.58293871280054,-112.22340965828431
7138,685 Page St,pending,154602,5,1,3203,33.48689621729238,-112.13268712756332
7139,261 Geary Cir,pending,290441,5,3,3206,33.46572505072744,-111.887477810304
7140,783 2nd Cir,sold,283934,2,3,2995,33.43600745320836,-111.92310091537493
7141,262 Page Cir,pending,243328,4,2,1244,33.37433442899652,-111.94148300194156
7142,15 Mission Wl,sold,122844,3,1,2884,33.56567983207941,-111.98427861494496
7143,595 Turk Pl,active,185819,4,1,2621,33.587953482294246,-111.94684833209834
7144,274 6th Cir,pending,122899,2,2,1093,33.55750216194474,-112.22127986856003
7145,701 Mission Way,active,277250,2,3,2485,33.37680408413082,-112.05748963053166
7146,492 6th Way,sold,175488,3,2,3165,33.55700731737446,-112.35850823188358
7147,79 Euclid Blvd,pending,236390,5,1,1215,33.59406480713813,-112.09120037925358
7148,626 Indiana Pl,active,205253,2,3,3662,33.52487516529489,-112.3141420944232
7149,228 Post Cir,sold,111409,2,1,2883,33.576649447902575,-112.02906289355828
7150,599 2nd St,active,273315,5,2,2763,33.44035729953924,-112.2363564806124
7151,733 Blake Pl,pending,290890,4,3,1703,33.56729739006972,-111.89317681590053
7152,652 Pine Rd,pending,163413,3,3,1533,33.50993058902381,-112.01824099214885
7153,21 9th Blvd,sold,254750,5,3,2132,33.56505076779625,-112.27404809436614
7154,59 5th Wl,active,284801,3,1,3750,33.37518585389523,-112.33453861592454
7155,659 Turk Dv,pending,249871,2,3,2965,33.362932568085725,-112.07287014257045
7156,544 Pine Cir,sold,223368,3,2,1407,33.51084855406438,-111.96850315821509
7157,123 Pine Dv,pending,271475,2,1,3511,33.4958122983719,-112.02012842589686
7158,48 Pine St,sold,227911,4,3,2346,33.58683502731928,-111.93577439767749
7159,556 Wall St,active,155851,2,1,2909,33.53675637638397,-112.13439746516119
7160,686 Sutter Wl,active,167013,2,2,1715,33.590978749059715,-112.32236793472298
7161,431 Texas St,pending,212809,3,1,1210,33.38740423151495,-112.30570060103904
7162,321 Indiana Cir,sold,152728,3,2,3000,33.50581489371636,-112.07280662120593
7163,496 Franklin Wl,active,209449,4,1,3527,33.53476283602957,-111.95869873206566
7164,436 Indiana Vis,sold,186268,3,1,1185,33.379685601664036,-112.1033841221272
7165,238 7th Way,pending,290627,3,1,1151,33.57644781743061,-112.24677534046646
7166,677 1st Cir,sold,205606,4,1,1985,33.417871117534595,-111.9395515152282
7167,741 9th Blvd,pending,118325,3,1,3457,33.542145066441016,-112.34375774685846
7168,52 7th Rd,pending,279713,5,2,1649,33.422956031406734,-112.25676469831654
7169,457 Mission Dv,sold,139680,2,2,1320,33.38419835770126,-112.06872891338485
7170,381 1st Wl,pending,135222,5,1,1301,33.422007997170745,-112.00637946897288
7171,172 6th Cir,sold,128054,4,3,3260,33.50930264424371,-112.08019989547245
7172,639 Bush Pl,pending,158351,4,3,3991,33.514031758308015,-112.02094218443222
7173,717 California Way,pending,172616,4,1,3024,33.51106553405869,-112.3492317921718
7174,250 4th Rd,active,235643,3,1,3494,33.47880772524823,-112.12528567288301
7175,182 Indiana St,pending,181361,5,2,2776,33.52320885065407,-112.10713790673398
7176,120 California Wl,active,154180,3,3,3005,33.5184805902234,-111.8987664681346
7177,21 Indiana Pl,active,207042,4,3,1840,33.51983139606313,-112.05036985077037
7178,579 8th St,pending,188713,3,2,1071,33.50473082930446,-112.16203848103993
7179,10 6th Blvd,active,209733,5,2,1018,33.45462561874356,-112.14786924034706
7180,271 Franklin Rd,active,247271,3,3,3327,33.53262495038958,-112.28538360773231
7181,354 Sutter Ave,pending,226217,3,2,3617,33.40265701028766,-111.88777805942017
7182,171 Indiana Dv,pending,133745,2,2,1516,33.58917648717255,-112.13435211796693
7183,551 Sutter Cir,active,123772,5,1,2017,33.47580883280283,-111.95174624240796
7184,624 Blake Trl,pending,161373,5,1,2388,33.37213730040538,-111.9852258181483
7185,116 Euclid Vis,pending,162077,3,3,3174,33.55583939384844,-111.90461909863394
7186,225 Bush Dv,active,118802,4,1,3215,33.433031724389004,-112.28014774132797
7187,272 Walnut St,sold,160507,5,3,3215,33.43376373112065,-111.88430873968322
7188,566 2nd Trl,pending,222299,3,3,1790,33.40625873294441,-112.09412540804772
7189,673 3rd Vis,pending,115144,3,3,2886,33.534145958696314,-112.11617213501322
7190,200 2nd Vis,sold,289998,5,1,1434,33.4650803088764,-111.95458508110072
7191,746 Texas Ave,pending,117722,4,2,1390,33.44357415514272,-112.24217556146556
7192,39 5th Pl,pending,198244,4,3,3526,33.52614453868667,-112.07105186517069
7193,463 Turk Dv,sold,275337,3,3,3580,33.43231938980955,-112.28238619606806
7194,447 Bush Wl,active,289972,3,2,3634,33.591326120944046,-111.91925283992617
7195,446 Post Ave,active,270809,3,1,3024,33.58742637653874,-111.91103462695229
7196,329 Wall Dv,pending,250492,5,1,2192,33.39734303028402,-111.90110178868537
7197,324 1st Blvd,sold,175565,4,1,1859,33.40207676262033,-111.91850855833113
7198,491 Pine Way,pending,165220,4,3,1958,33.41323622768898,-112.17388378630963
7199,529 7th Rd,sold,219198,2,1,2843,33.40886770397415,-111.97673562086736
7200,324 Geary Ave,sold,264666,2,2,1018,33.46714248044619,-112.31774697254247
7201,136 8th Cir,sold,159428,4,3,3218,33.50054447426225,-112.31134682120097
7202,434 Franklin Dv,pending,145016,5,1,2252,33.366643058191286,-112.30937643573517
7203,444 3rd Trl,pending,130303,2,3,2706,33.574498153419455,-112.05022997664524
7204,19 Blake Cir,active,190909,3,2,3615,33.55714756370952,-112.22172110063343
7205,41 7th Ave,active,281257,2,3,1148,33.52244498808303,-112.1624436460065
7206,690 Euclid Way,active,263402,2,2,1939,33.577101301543905,-112.22683717055699
7207,707 Pine Cir,sold,212260,2,2,1718,33.39864528376917,-111.93665336483444
7208,135 Texas Trl,active,263876,4,2,2220,33.39798630097988,-112.24650253737285
7209,525 Walnut St,active,198563,4,3,3587,33.40917287439688,-112.04646399114124
7210,104 5th Rd,pending,159155,2,3,2895,33.44527223484599,-112.02125602047136
7211,381 Turk Way,sold,117850,4,1,3038,33.42165146812465,-112.28849455859378
7212,361 8th Rd,sold,214928,4,2,1452,33.56150038426764,-112.25801223201806
7213,55 Indiana Wl,sold,167789,4,2,1726,33.43518037952922,-111.90153643726254
7214,170 6th Trl,active,199334,2,3,3353,33.36723971957694,-112.28168891295174
7215,111 Indiana Way,pending,261250,3,1,3182,33.585267709490445,-112.09615440634653
7216,53 California Ave,pending,131233,5,2,3451,33.48639883811112,-112.18762715587178
7217,486 Page Rd,pending,213318,2,1,3104,33.44117184214845,-111.91913781756053
7218,384 7th Wl,active,207159,3,3,3624,33.56172103427161,-111.97778632146164
7219,161 Blake Way,pending,298317,3,3,3291,33.36321543824504,-112.21116657124243
7220,585 3rd Trl,active,136711,4,2,1171,33.43265166126908,-112.1817068174505
7221,758 Mission Vis,pending,123985,5,1,2371,33.51015925280448,-111.97198070602178
7222,422 3rd Trl,sold,199517,4,1,1566,33.54463630103661,-111.99145160171246
7223,155 6th Dv,sold,238963,3,1,1367,33.387160115833616,-112.07950351305213
7224,259 Sutter Wl,pending,183460,3,3,3713,33.44580152997959,-111.95656972520673
7225,59 1st Vis,pending,123416,3,1,3709,33.443279532219954,-112.19749852420222
7226,348 Pine Blvd,pending,235227,4,2,1022,33.51806143391604,-112.16688052745876
7227,744 4th Pl,active,250641,3,2,3606,33.58854767963779,-111.9517984647208
7228,782 Franklin Ave,active,101561,4,3,2915,33.593390953739,-112.1017210969515
7229,288 Euclid Rd,active,159838,2,2,1399,33.531763709569525,-112.0313947223731
7230,267 Franklin Wl,sold,287550,4,1,2806,33.44022730946646,-112.12497360188301
7231,279 Page Pl,pending,179265,5,2,3658,33.565306564947306,-112.32834340727113
7232,315 Geary Trl,sold,287844,4,3,1657,33.54565989010311,-112.10197211108898
7233,394 Indiana Pl,pending,155433,4,1,3947,33.410968384465995,-111.98319519792584
7234,182 7th Trl,sold,108890,5,3,1331,33.48341384657272,-111.92606084367299
7235,706 Turk Dv,active,164460,5,1,3047,33.497199695100505,-111.90449928061841
7236,670 3rd Dv,active,225173,3,2,3658,33.413566724582466,-111.97208986842953
7237,83 Wall Vis,active,121652,5,2,1128,33.39191681141167,-111.87766666849195
7238,737 Sutter Trl,active,237338,3,1,1199,33.39683972619433,-112.31921366583681
7239,214 6th Ave,pending,280133,3,1,3949,33.37158562975095,-111.8754892467304
7240,228 7th Trl,sold,138398,2,3,2502,33.550271123784235,-112.11719427786831
7241,144 Mission Vis,sold,172960,5,1,2265,33.53596932945776,-112.2058667138349
7242,272 Franklin Way,sold,204636,5,3,3374,33.396156913510865,-111.88550718035195
7243,695 Texas Dv,active,252167,2,2,3938,33.43798784150678,-112.00501175900453
7244,85 6th Cir,active,242671,3,2,3086,33.53463761631078,-112.17391195179536
7245,267 Mission Ave,pending,289531,4,2,2548,33.55568007471789,-112.08391915084096
7246,552 2nd Way,active,165693,5,3,3950,33.512249278029614,-111.99994548929051
7247,403 Euclid Ave,sold,262165,5,2,3734,33.4877462224287,-112.19332308301706
7248,477 Blake Rd,sold,205378,3,1,2000,33.549044041399966,-112.07083988463991
7249,694 Walnut Wl,active,222628,3,2,1973,33.38778918749621,-112.02699093109992
7250,451 Walnut Wl,active,137624,4,3,2574,33.54638051247081,-112.25900489152819
7251,293 9th St,pending,255793,2,3,1002,33.56081450689632,-111.92651675077192
7252,211 Blake Way,active,212834,3,1,1827,33.4637737929659,-112.15626615029768
7253,306 3rd Vis,sold,243476,3,2,2121,33.53489369706629,-111.89075412777956
7254,252 Indiana Trl,pending,191510,4,2,3354,33.53886930332211,-112.28212029325931
7255,256 Bush Blvd,sold,189982,5,2,1758,33.55254406218119,-112.14792957696038
7256,524 Texas Way,active,271022,5,2,2820,33.422345237833696,-112.07733477776722
7257,478 Bush St,active,233846,5,3,3784,33.54894282449153,-112.01060745538555
7258,35 4th Way,active,147660,3,1,3186,33.47080567340174,-112.1296823694535
7259,410 5th Wl,pending,109794,5,3,2202,33.46173490521767,-111.89376310595536
7260,664 4th Cir,active,261617,5,3,1887,33.37271756091375,-111.9982956290668
7261,451 6th Vis,active,245193,5,1,3780,33.49567343635735,-112.19103782540618
7262,703 Page Blvd,active,263290,3,2,2329,33.57975151590411,-112.10838671305899
7263,337 Euclid Pl,sold,296126,2,1,1389,33.47951554461735,-112.27781236591746
7264,556 Mission Cir,pending,284918,3,1,1267,33.54870383275225,-112.17195876499295
7265,473 8th Pl,active,225834,2,3,2057,33.44229209186118,-111.95472211681695
7266,343 8th Rd,active,136940,3,1,3087,33.431249643414155,-112.2746238256137
7267,218 Sutter Blvd,active,113214,3,1,2572,33.45828322774039,-112.35656143439286
7268,455 Texas Dv,sold,264606,4,1,2903,33.423738493075994,-112.22335022588462
7269,476 Mission Blvd,sold,106281,2,1,2231,33.523905696919215,-111.9096289700718
7270,506 Walnut Rd,pending,188227,5,2,3068,33.42387411347129,-111.99261676753662
7271,482 Mission Wl,sold,108332,4,2,2985,33.5848537469825,-112.36051263965562
7272,534 Franklin Vis,pending,223464,3,1,1977,33.37626010468485,-111.91550360190682
7273,384 Page Cir,sold,270753,4,3,1322,33.51609575693602,-112.16793441926325
7274,234 Bush Trl,sold,165201,3,2,2856,33.39812381673154,-112.30163684851252
7275,772 Wall Pl,sold,143950,2,1,2158,33.42519838962615,-111.99010896963239
7276,595 Texas St,pending,284027,5,3,3075,33.535621147094275,-112.3226084836285
7277,667 Sutter Ave,active,206035,2,3,3258,33.49581698729435,-111.87973918260033
7278,660 Turk Blvd,pending,219997,3,2,3932,33.55431830611298,-111.92022331801007
7279,548 California St,sold,288749,3,2,1752,33.48742394088538,-112.0703542423271
7280,598 3rd Ave,active,161130,2,2,2012,33.46698137492448,-111.91138827214277
7281,180 Pine Pl,sold,224463,4,3,2430,33.42895385202966,-111.96114131944428
7282,304 1st Trl,sold,110277,3,2,1866,33.41251296745949,-111.9765162106079
7283,262 Turk Blvd,active,176776,2,2,1203,33.377410726622195,-112.1480480298798
7284,493 Franklin Cir,active,195988,5,3,3001,33.55772341531157,-112.14013411754067
7285,77 Sutter Cir,active,208302,4,1,2016,33.363354428113055,-112.0607365539617
7286,29 Bush Ave,active,206782,4,3,1029,33.40020347495813,-112.33755112360407
7287,792 2nd Rd,sold,158683,4,1,2590,33.58487251503815,-112.28236845783628
7288,179 Sutter Pl,pending,220035,4,1,1286,33.41418890224533,-111.99401706890819
7289,287 Euclid Vis,sold,291105,3,2,2201,33.52401632978837,-112.27037429925002
7290,729 Indiana Vis,sold,142368,4,2,1913,33.40797697728713,-112.257978117953
7291,432 Walnut St,pending,175668,2,2,1734,33.389672023841555,-112.0802634480007
7292,231 Sutter Trl,active,105395,2,1,2507,33.46196315029073,-111.94248054815971
7293,456 California Trl,active,287579,2,1,3799,33.42214420726719,-111.88389669634873
7294,58 Walnut Rd,active,196555,2,1,2745,33.43013140092705,-112.25325623976576
7295,109 8th Trl,pending,209865,5,3,3982,33.439635538538305,-112.26502129456635
7296,97 Sutter Trl,pending,106967,3,2,3478,33.54076937491032,-112.16734431910236
7297,298 2nd St,active,230108,3,3,3048,33.559218316788495,-112.33284174988106
7298,698 Bush Wl,active,210175,5,3,2191,33.5168476956017,-112.23404885379551
7299,197 4th Blvd,pending,290818,4,2,2988,33.502350698921646,-111.9502206264733
7300,760 Euclid Trl,sold,159488,5,1,1329,33.38810553462378,-112.35540300251833
7301,506 6th Wl,active,230915,2,3,2141,33.506259911710245,-112.26755440485985
7302,248 4th Ave,pending,230829,5,3,2944,33.5794784371621,-112.19731684434838
7303,477 Page Pl,active,144431,5,1,1680,33.52908276294082,-111.96990024143963
7304,210 Sutter Pl,sold,142259,2,3,2875,33.58841894436219,-111.99758145358824
7305,27 7th Blvd,active,213496,2,2,3015,33.4824658686545,-112.33752809644831
7306,471 8th Way,active,223695,4,3,1337,33.464631104385475,-111.90390248216231
7307,488 Indiana Wl,pending,151012,3,2,1415,33.55362321563734,-111.90728168119723
7308,64 Euclid Vis,sold,266857,4,2,2687,33.38675728751532,-112.24431036185064
7309,424 Geary Wl,pending,221193,3,1,2513,33.433122711108396,-112.2818543409749
7310,764 Turk Blvd,pending,126132,2,2,3064,33.444287683553135,-112.0456569937762
7311,287 Turk Trl,sold,218396,3,3,1880,33.47158423864476,-112.06215869821749
7312,257 3rd Pl,pending,240916,4,1,3089,33.55504700285987,-112.31293759691549
7313,717 5th Trl,active,277294,5,3,1437,33.580521040161884,-112.34900802792033
7314,710 Wall Vis,sold,131285,2,3,1137,33.37665706667877,-112.05198579151653
7315,656 Pine Wl,active,147661,4,3,3616,33.46635503306259,-112.3471468993572
7316,33 Geary Vis,pending,207120,2,3,2253,33.514472920093276,-112.0570547574324
7317,424 Bush Wl,active,240959,4,1,3066,33.43794332625048,-111.88222686516063
7318,622 Walnut Cir,sold,102474,4,2,2388,33.37819255978528,-112.2630658601461
7319,585 4th Pl,active,192476,4,1,3807,33.55516356599368,-111.90909699278689
7320,152 Blake Trl,sold,235067,5,1,3969,33.451075391617024,-111.97339150070137
7321,463 6th Pl,active,130442,4,1,1552,33.37066209811206,-112.19227871956832
7322,618 Blake Cir,pending,165801,5,1,1148,33.41706933761709,-112.3421812359258
7323,795 Sutter Pl,sold,191328,4,2,4000,33.537603237979845,-112.0822789586463
7324,252 8th Cir,sold,184135,2,3,1493,33.47066064488234,-112.12393814504219
7325,291 4th St,pending,180979,2,2,2120,33.47547326515998,-111.89387391172389
7326,267 Bush Wl,active,126629,2,1,1925,33.39577698963785,-112.17779330545639
7327,38 6th Dv,active,126749,4,3,2474,33.580167310086466,-112.20972085804769
7328,535 4th Rd,pending,126603,3,3,1632,33.56385781232947,-112.23794758403798
7329,401 2nd Pl,pending,167290,4,2,2647,33.564974846968866,-112.26719319609573
7330,147 2nd Rd,pending,266011,4,3,2511,33.499320074454666,-112.14269738146766
7331,710 Post Ave,active,257853,3,3,1485,33.47024105695796,-112.08646218242326
7332,252 Sutter Pl,pending,256097,2,2,1658,33.515718866406864,-112.23709761630661
7333,166 1st Vis,sold,157376,3,3,1141,33.497920890494434,-111.9681610301322
7334,509 8th Vis,pending,171471,3,1,3697,33.56196966589171,-112.07490689298199
7335,668 Euclid Pl,sold,294332,5,3,2624,33.51825576778554,-112.02696918311972
7336,791 Geary Ave,pending,110149,4,2,3996,33.586668014911936,-111.99411440367956
7337,603 Pine Vis,sold,191262,3,1,3173,33.49568321478332,-112.22550700023812
7338,67 2nd Trl,sold,188257,3,2,3991,33.50378796690076,-112.06755868298515
7339,506 4th Cir,sold,223705,2,3,1263,33.50070594379889,-112.08104945253778
7340,589 8th Ave,active,103129,4,2,3531,33.4345822311613,-112.04688935037733
7341,117 4th Pl,pending,122424,3,3,2366,33.49484398008307,-112.31055782835801
7342,124 Euclid Way,pending,165454,3,1,2623,33.44089557566107,-112.25675852194152
7343,155 Sutter Dv,sold,279467,5,1,3823,33.36905433332201,-112.17692641147565
7344,87 7th Dv,active,203285,5,3,1440,33.407916630375055,-112.01647816184764
7345,434 Mission Rd,active,178350,2,3,3938,33.518359062511,-112.28736359903847
7346,548 Euclid Wl,sold,280564,2,2,2689,33.5249912843458,-111.91797468592745
7347,317 Pine Dv,pending,276603,2,3,1438,33.433949011191245,-111.90758870328256
7348,735 Blake Ave,sold,163363,2,2,1899,33.50297219881866,-112.04938145051501
7349,45 Mission Rd,sold,203771,5,1,3898,33.44739596096883,-111.99090166893718
7350,374 Texas Vis,active,273979,3,2,1238,33.4334522731162,-112.12685324517015
7351,703 Texas Wl,active,103156,2,1,1433,33.53158236420548,-111.9746774428795
7352,217 Post Pl,sold,251870,4,1,3513,33.5512735365975,-112.30626733238711
7353,69 1st Pl,pending,154945,4,2,3715,33.57031190686985,-112.07208281591106
7354,173 Indiana Pl,active,230890,3,2,1881,33.44851265115084,-111.92625973818956
7355,426 Franklin Vis,active,277170,4,1,3263,33.556155943857185,-111.93338381663152
7356,696 Bush Wl,active,272131,5,1,2986,33.391877788587244,-112.24723746107034
7357,341 Texas Vis,pending,203272,4,2,2023,33.44128394752952,-111.98400120261219
7358,587 Geary Vis,active,105175,5,2,1213,33.50697985359402,-112.18924166092853
7359,455 Post Vis,pending,263275,2,2,1077,33.540490380950395,-112.30966017429199
7360,134 Page Rd,sold,119249,5,1,3006,33.37627168516919,-111.97823417555102
7361,580 Indiana Rd,sold,239354,2,3,1692,33.58167298271595,-111.98733538671115
7362,505 2nd Cir,sold,219752,5,3,1980,33.49445813567165,-112.01173320927523
7363,723 Pine Vis,pending,208878,2,3,3229,33.57000402429298,-112.06546873849716
7364,661 5th Dv,active,210039,3,1,2588,33.38563148321245,-111.88469668324653
7365,18 Walnut Dv,active,113651,4,3,1826,33.46107016036102,-112.08764760701125
7366,70 Pine Pl,sold,250634,4,1,3780,33.591981651751794,-112.18219625858586
7367,136 Walnut Blvd,active,243730,2,3,1596,33.45642799712021,-112.02089608130714
7368,99 Texas Wl,sold,159969,3,2,3620,33.37328037678502,-111.95665981506198
7369,493 Franklin Blvd,sold,271515,2,2,1251,33.47804965551041,-112.2929259672134
7370,576 1st Vis,active,248706,3,1,3501,33.38134277525153,-112.28843804356339
7371,417 Euclid Trl,active,115224,4,2,2873,33.49545612834988,-112.025114847192
7372,638 6th Dv,active,141809,4,1,1717,33.54906529941688,-112.01654639648197
7373,35 4th Vis,sold,249054,4,3,2225,33.503620910657034,-112.11364595963396
7374,231 9th Trl,pending,218510,3,2,3988,33.561849430193135,-112.13247621555001
7375,95 9th Way,pending,218075,3,1,1927,33.399237426208735,-112.32638136876223
7376,647 Franklin St,pending,268206,5,3,1438,33.50110777227148,-112.0032819139331
7377,72 Turk Ave,pending,273142,5,3,3491,33.382149436724774,-112.30584721872302
7378,23 Page St,pending,284905,2,1,1992,33.46998760010342,-112.16931892827937
7379,82 Page Ave,active,126630,3,1,3822,33.45480340571941,-112.31307614906264
7380,672 Post Dv,sold,130070,2,3,1515,33.36192820158831,-112.0080679736415
7381,567 Indiana Vis,pending,123692,3,2,1871,33.40355566796454,-111.98920831960548
7382,77 5th Pl,sold,130258,2,2,1460,33.38200982172142,-112.2349454737711
7383,691 6th Way,pending,142446,5,2,1738,33.45747104198551,-112.18704180514537
7384,425 Bush Ave,active,154052,3,3,2359,33.46205096600937,-112.3598545970288
7385,615 3rd Rd,pending,228835,2,3,3432,33.557436082030755,-112.31382810733136
7386,444 Turk St,pending,143793,3,3,2546,33.54187780513882,-112.01826162005534
7387,514 Pine Rd,sold,236631,4,1,2663,33.46912842240949,-112.11944440460549
7388,97 7th Trl,active,148539,5,3,3970,33.46832396854474,-112.31975955913653
7389,242 Pine Ave,pending,271854,4,3,2669,33.54648957809935,-112.34747936102394
7390,274 Post Vis,pending,116877,4,2,3408,33.515793552434786,-112.00685904754216
7391,55 Indiana Trl,active,231009,4,2,3949,33.495140349996426,-112.27342597398098
7392,525 4th Wl,pending,133820,2,2,1964,33.55049633483707,-112.00497765809142
7393,246 Mission Way,pending,142567,2,1,2701,33.50677266601736,-112.10944493489748
7394,165 Page Way,pending,124794,5,1,3369,33.371161578067486,-112.13673857353953
7395,561 4th Pl,active,217470,4,3,2858,33.47040486319708,-111.956073252402
7396,96 Texas Pl,pending,299789,4,2,1286,33.535172805992545,-112.14896076938217
7397,418 7th Rd,pending,162973,4,1,2128,33.36156229070545,-112.32666493822687
7398,685 Indiana St,active,256139,3,2,1414,33.4255727325699,-112.19898841798296
7399,150 Sutter Blvd,sold,201357,4,3,3864,33.449810300674734,-111.91498536413042
7400,58 Page Way,active,175139,3,2,1651,33.48629886488303,-112.30051609066429
7401,224 Franklin Vis,pending,234749,4,2,1454,33.4954614266558,-112.24400514978886
7402,82 3rd Rd,active,192421,5,2,2743,33.535223435432385,-112.00815972888792
7403,612 1st Trl,sold,115108,4,1,1421,33.5091821958018,-112.01136224194667
7404,409 Walnut Way,active,276125,3,3,3123,33.44502604277326,-112.33603633460382
7405,324 6th Blvd,sold,253803,5,2,1003,33.40795962866145,-111.94835191997277
7406,695 Pine Rd,active,191307,4,3,1623,33.46471519620642,-112.34831324212657
7407,298 Pine Way,active,207003,3,1,3835,33.444953453366146,-112.14057933251651
7408,521 7th Way,pending,235075,3,2,1491,33.39505597535759,-112.3024287412171
7409,346 Bush Dv,active,123237,2,2,1819,33.38631677919799,-112.22045323281766
7410,119 6th Ave,pending,225001,3,2,1263,33.46458071309879,-111.92581510923867
7411,280 Geary Rd,pending,220272,5,1,2298,33.53931921538183,-111.96274119004703
7412,688 7th Pl,active,163716,5,3,2255,33.435738791957874,-111.95738775944119
7413,145 6th Trl,pending,214878,4,2,3696,33.50226308541009,-111.99265540184075
7414,678 2nd Way,pending,289943,3,1,3644,33.45507323629121,-112.32190174567276
7415,350 Walnut Cir,active,198290,4,1,2925,33.48718880246535,-111.95097900894822
7416,24 1st Ave,pending,157889,3,2,2528,33.413651832788766,-112.15742532999865
7417,206 7th Pl,sold,144447,3,1,3184,33.501140438706614,-112.1781630033147
7418,432 Texas Blvd,sold,226965,3,1,2993,33.42372083765776,-111.98235287742028
7419,800 Turk Wl,sold,220240,5,2,3556,33.477802775171476,-112.13397735185906
7420,231 Turk Dv,pending,144520,5,1,2758,33.495698562026256,-112.00340752455108
7421,319 6th Blvd,sold,104890,5,1,3611,33.49685326469153,-112.31607165207289
7422,105 Geary Way,sold,235739,3,2,3167,33.51448242969889,-112.01375904041726
7423,545 7th Dv,sold,158886,3,1,3233,33.41182739922676,-111.92253936787012
7424,660 5th Rd,active,248310,4,2,3894,33.536369959840144,-111.9559704505562
7425,394 4th Dv,pending,234573,4,1,1346,33.540080037884614,-111.92023437480371
